SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,RM,46,3675,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,6,7,1978,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,818,0,0,1387,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1922,Unf,1,Fa,Fa,N,0,0,96,0,0,0,,,,0,9,2007,WD,Normal,76200
120,RL,50,7178,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1968,1991,Gable,CompShg,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,1400,0,0,1389,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1990,RFn,2,TA,TA,Y,0,46,0,0,0,0,,MnPrv,,0,7,2006,WD,Normal,173000
60,RL,63,8405,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1966,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,791,677,0,1210,0,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1998,Fin,2,TA,TA,Y,0,75,0,0,0,0,,,,0,5,2010,WD,Normal,181400
20,RL,96,12447,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,5,1996,2008,Hip,CompShg,VinylSd,VinylSd,Stone,426,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1934,0,0,966,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,TA,TA,Y,0,66,0,304,0,0,,,,0,11,2008,New,Partial,395617
160,FV,35,3771,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,5,1985,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,715,740,0,2433,1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,1999,Unf,2,TA,TA,Y,0,34,0,0,0,0,,,,0,9,2009,WD,Normal,157000
60,RL,90,14673,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,,7,2007,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,410,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,1106,885,0,1219,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1966,RFn,2,TA,TA,Y,0,230,0,0,0,0,,MnPrv,,0,8,2008,WD,Normal,228000
20,RL,95,15868,Pave,,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,7,6,,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,2219,0,0,1115,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,1970,Unf,2,TA,TA,Y,83,207,0,0,224,0,,,,0,10,2007,WD,Normal,269000
120,RL,50,7178,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1963,1984,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,754,0,0,1395,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1984,Unf,1,TA,TA,Y,355,0,0,0,90,0,,MnPrv,,0,2,2010,WD,Normal,126000
20,FV,72,8643,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,5,2004,2008,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1374,0,0,1115,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2008,Fin,2,TA,TA,Y,0,140,0,0,0,0,,,,0,5,2008,New,Partial,251580
20,RL,43,12715,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,TA,Y,SBrkr,1057,0,0,1257,1,0,1,0,2,1,Gd,5,Typ,1,TA,Attchd,1973,RFn,2,TA,TA,Y,457,0,0,0,0,0,,,,0,1,2007,WD,Abnorml,148000
60,RL,94,13008,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,7,1956,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,1155,1201,0,1385,1,0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,1983,RFn,2,TA,TA,Y,290,195,0,0,0,0,,GdPrv,,0,8,2009,WD,Normal,261000
50,C,105,8473,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feed,1Fam,1.5Fin,6,2,1962,1982,Hip,CompShg,Plywood,Plywood,None,0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,1015,0,513,1735,0,0,1,0,2,1,Fa,6,Typ,0,,,.,,0,,,N,0,0,156,0,0,0,,MnPrv,,0,10,2009,ConL,Abnorml,86000
20,RL,65,9760,Pave,,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,7,1947,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,992,0,0,1665,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1995,RFn,1,TA,TA,Y,68,0,0,0,92,0,,,,0,10,2009,WD,Normal,144000
120,RL,47,6907,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,5,5,1932,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,1360,0,0,1521,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,194,36,0,0,0,0,,,,0,8,2009,WD,Normal,214000
30,C,60,10203,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,6,1959,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,FuseP,574,0,0,1581,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1940,Unf,1,TA,TA,N,0,0,72,0,0,0,,,,0,5,2009,WD,Normal,76000
20,RL,.,57203,Pave,,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,6,5,1977,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,Rec,GasA,TA,Y,SBrkr,1689,0,0,1427,1,0,1,0,3,1,TA,7,Min,2,TA,Detchd,1966,Unf,2,TA,TA,N,0,0,50,0,0,0,,,,0,6,2010,WD,Normal,161000
20,RL,.,8053,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1890,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,SBrkr,1145,0,0,2555,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959,RFn,1,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,5,2010,WD,Normal,137000
160,RM,21,1683,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1959,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,485,505,0,1195,1,0,1,1,2,1,TA,5,Typ,0,,Detchd,1973,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2009,WD,Normal,112000
50,RM,60,6879,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,6,2007,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1274,0,697,1267,0,0,2,0,4,1,TA,9,Min,1,Gd,Detchd,1938,Unf,2,TA,TA,Y,0,34,0,0,0,0,,,,0,11,2008,COD,Normal,142000
60,RL,73,8502,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1912,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,618,797,0,1561,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007,Fin,2,TA,TA,Y,0,36,0,0,0,0,,,,0,3,2007,New,Partial,157932
70,RL,60,9553,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1978,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,963,757,0,,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1998,Unf,3,TA,TA,Y,0,35,272,0,0,0,,,,0,2,2006,WD,Abnorml,141000
50,RL,130,9603,Pave,,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1976,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,BrkTil,TA,Fa,No,Rec,Unf,GasA,Ex,Y,SBrkr,978,333,0,1445,1,0,1,1,2,1,TA,7,Min,2,TA,Detchd,1940,Unf,1,TA,TA,Y,0,70,0,0,0,0,,,,0,6,2009,WD,Normal,161000
20,RL,49,20899,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,5,5,1956,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,2099,0,0,1510,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2005,Fin,3,TA,TA,Y,194,267,0,0,0,0,,,,0,1,2006,New,Partial,424000
20,RL,117,15265,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,5,1966,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,470,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2202,0,0,1087,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2003,Fin,3,TA,TA,Y,210,55,0,0,0,0,,,,0,7,2009,WD,Normal,383500
60,RL,65,9316,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,866,865,0,1146,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004,RFn,2,TA,TA,Y,189,56,0,0,0,0,,,,0,4,2009,WD,Normal,191000
20,RL,100,10178,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1962,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,1427,0,0,1117,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964,RFn,2,TA,TA,Y,0,0,0,407,0,0,,,,0,7,2008,WD,Normal,181500
80,RL,.,11336,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,4,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1064,0,0,2651,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976,RFn,2,TA,TA,Y,122,0,0,0,0,0,,,,0,5,2007,WD,Normal,147800
20,RL,68,9771,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1948,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,Gd,Y,SBrkr,962,0,0,1688,1,0,1,0,2,1,TA,5,Typ,0,,Attchd,1955,RFn,1,TA,TA,Y,0,70,0,0,0,0,,MnPrv,,0,2,2009,WD,Normal,123000
60,RL,73,9069,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1981,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1006,849,0,1883,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999,Fin,3,TA,TA,Y,226,106,0,0,0,0,,GdPrv,,0,12,2008,WD,Normal,231000
30,C,66,8715,Grvl,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1900,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,954,0,0,2008,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1896,RFn,1,TA,TA,N,0,0,265,0,0,0,,,,0,6,2010,WD,Alloca,51138
20,FV,80,8003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,,5,1938,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1494,0,0,1269,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002,RFn,2,TA,TA,Y,279,137,0,0,0,0,,,,0,4,2010,WD,Normal,231000
20,RL,65,7803,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1940,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,Ex,Y,SBrkr,894,0,0,1309,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1966,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD,Normal,138900
20,RL,80,10803,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,5,6,1969,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1775,0,0,1405,1,0,2,0,3,1,TA,6,Min,2,TA,Attchd,1961,RFn,2,TA,TA,Y,357,98,0,0,144,0,,,,0,8,2006,WD,Normal,184000
20,RL,.,9480,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1999,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,65,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,894,0,0,1253,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1966,RFn,1,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,10,2008,WD,Normal,111000
20,RL,.,22695,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1910,1953,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1632,0,0,1985,0,0,2,0,3,1,TA,6,Mod,1,TA,Detchd,1953,Unf,2,TA,TA,P,0,64,0,0,0,0,,,,0,3,2007,COD,Normal,131000
80,RL,83,10187,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,10,5,2008,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1148,0,0,5643,0,1,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1963,Unf,1,TA,TA,Y,347,75,0,0,0,0,,,,0,6,2006,WD,Normal,166000
90,RL,52,8744,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,6,6,1940,1950,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,1197,0,0,1751,0,0,2,0,4,2,TA,8,Typ,0,,,.,,0,,,N,120,0,0,0,0,0,,GdWo,,0,7,2007,WD,Abnorml,99500
80,RL,.,10150,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,TA,TA,PConc,Gd,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,926,771,0,1695,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1994,Fin,2,TA,TA,Y,258,64,0,0,0,0,,MnPrv,,0,3,2007,WD,Normal,161000
20,RL,102,17923,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,7,4,1992,1974,Hip,CompShg,Wd Sdng,Plywood,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,GasA,TA,Y,SBrkr,1781,0,0,1188,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955,Unf,2,TA,TA,Y,0,418,0,0,312,0,,,,0,7,2006,WD,Abnorml,171000
20,RL,76,9594,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,1991,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1715,0,0,1473,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2004,Fin,3,TA,TA,Y,0,26,0,0,170,0,,,,0,1,2009,WD,Normal,275900
20,FV,92,9218,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,5,1977,2010,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1220,0,0,1010,0,0,2,0,2,1,Gd,4,Typ,0,,Attchd,2009,RFn,2,TA,TA,Y,0,136,0,0,0,0,,,,0,4,2010,New,Partial,205500
20,RL,64,7700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1260,0,0,1252,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007,RFn,2,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,New,Partial,174500
60,RL,57,21875,Pave,,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1900,1997,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,731,718,0,2415,0,1,2,1,3,1,TA,6,Typ,1,TA,Attchd,1996,Unf,2,TA,TA,Y,266,22,0,0,0,0,,,,0,8,2008,WD,Normal,176000
50,RM,63,5003,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,4,1965,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,N,FuseA,891,552,0,1325,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1940,Unf,1,Fa,TA,Y,0,0,77,0,0,0,,,,0,4,2006,WD,Normal,80000
30,RM,56,7744,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,BLQ,Rec,GasA,Gd,N,FuseA,1034,0,0,1929,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1995,Unf,1,TA,TA,Y,0,0,112,0,0,0,,MnPrv,,0,6,2006,COD,Abnorml,109000
50,RM,51,6123,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1926,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,730,435,0,1480,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1930,Unf,1,Fa,Po,Y,0,24,0,0,0,0,,,,0,11,2006,ConL,Abnorml,76000
20,RL,80,9739,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1977,1969,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,289,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Gd,Y,SBrkr,1723,0,0,1127,0,0,1,0,4,1,TA,8,Typ,3,TA,Attchd,1957,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD,Normal,175850
30,RM,60,8523,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,8,2005,1950,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,794,0,0,1146,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1963,Unf,1,TA,TA,Y,0,0,81,0,0,0,,GdWo,,0,2,2009,WD,Normal,100500
120,RL,34,5066,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,5,5,1978,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1316,0,0,1374,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,TA,TA,Y,174,62,0,0,0,0,,,,0,4,2009,ConL,Normal,208500
120,RL,46,4057,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,6,6,1976,1987,Gable,CompShg,VinylSd,VinylSd,BrkFace,352,Gd,TA,BrkTil,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1503,0,0,1399,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1987,Fin,2,TA,TA,Y,242,0,0,0,0,0,,,,0,10,2007,WD,Normal,245000
80,RL,80,8819,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1997,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,1054,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1971,Unf,2,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2010,WD,Normal,156000
80,RL,.,14118,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1978,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,1474,0,0,1041,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,1980,Unf,2,TA,TA,Y,235,48,0,0,0,0,,,,0,6,2009,WD,Normal,188500
190,C,50,9003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1969,1951,Gable,CompShg,WdShing,Wd Shng,None,0,Fa,Fa,CBlock,TA,TA,Mn,Unf,Unf,GasA,TA,N,SBrkr,1062,337,0,1480,0,0,2,0,4,2,TA,8,Min,0,,,.,,0,,,Y,0,0,0,0,0,0,,,,0,10,2006,WD,Abnorml,116000
20,RL,88,14178,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1976,1956,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,Gd,Gd,GLQ,Unf,GasA,TA,Y,FuseA,1190,0,0,1212,1,0,1,0,1,1,TA,4,Typ,1,TA,Attchd,1956,Unf,2,TA,TA,Y,104,89,231,0,0,0,,,,0,6,2008,WD,Normal,186000
120,RL,22,11067,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,7,5,1928,1995,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,Gd,LwQ,GLQ,GasA,Ex,Y,SBrkr,1241,0,0,1379,1,0,1,1,1,1,Gd,4,Typ,1,Fa,Attchd,1995,Fin,2,TA,TA,Y,174,24,0,0,0,0,,,,0,8,2008,WD,Normal,218500
20,RL,.,8688,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,,5,1925,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1427,0,0,1667,1,0,2,0,3,1,TA,5,Typ,0,,Attchd,1998,RFn,2,TA,TA,Y,0,130,0,0,0,0,,,,0,5,2006,WD,Normal,194000
60,RL,.,13009,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1965,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,995,1244,0,1043,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1997,Fin,2,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2006,WD,Normal,223000
