SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
70,RM,51,6123,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,8,8,1994,2004,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,941,575,0,1625,0,0,1,1,4,1,TA,8,Typ,0,,Detchd,1933,Unf,1,Fa,Fa,N,26,0,150,0,0,0,,,,0,5,2007,WD,Normal
80,RL,62,7753,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,,5,1990,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,776,657,0,2330,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999,RFn,2,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2009,WD,Normal
60,RL,42,8436,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2008,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,821,696,0,1567,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,TA,TA,Y,0,72,0,0,0,0,,,,0,6,2009,WD,Normal
120,RL,48,5914,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,1968,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1567,0,0,2157,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,198,56,0,0,0,0,,,,0,3,2006,WD,Normal
160,FV,24,2547,Pave,Pa,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2003,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,602,637,0,2095,1,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2005,RFn,2,TA,TA,Y,0,166,0,0,0,0,,,,0,5,2010,WD,Normal
190,RL,70,7003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,8,7,1992,1991,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,822,528,0,2203,1,0,1,0,3,1,TA,5,Typ,0,,,.,,0,,,N,87,0,148,0,0,0,,,,0,1,2008,WD,Normal
20,RL,110,14303,Pave,,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,7,5,1950,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2698,0,0,2162,1,0,2,1,3,1,Ex,10,Typ,2,Gd,Attchd,2003,Fin,3,TA,TA,Y,222,150,0,0,0,0,,,,0,6,2010,WD,Normal
160,RM,21,1683,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,8,3,2009,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,485,505,0,1936,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1971,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD,Normal
120,RM,31,2397,Pave,,Reg,Low,AllPub,Inside,Mod,MeadowV,Norm,Norm,Twnhs,1Story,8,6,1993,1973,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,947,0,0,2233,1,1,1,0,2,1,TA,5,Typ,1,Po,Attchd,1973,RFn,1,TA,TA,Y,176,0,56,0,108,0,,,,0,5,2010,WD,Normal
70,RL,113,21284,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,9,4,2008,2007,Gable,CompShg,Wd Sdng,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,1310,1779,0,1507,0,0,3,1,4,1,Gd,9,Min,0,,BuiltIn,2007,Unf,3,TA,TA,Y,0,208,290,0,156,0,,,,0,11,2007,WD,Family
80,RM,75,6003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,8,5,2008,1967,Hip,CompShg,HdBoard,Plywood,None,0,Fa,TA,CBlock,Gd,TA,Mn,Rec,Unf,GasA,Ex,Y,SBrkr,1094,565,0,1837,0,0,1,1,3,1,TA,7,Mod,1,Po,Attchd,1967,Unf,1,TA,TA,Y,0,180,0,0,100,0,,MnPrv,,0,7,2008,WD,Normal
20,RL,80,8703,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,6,2006,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148,TA,Gd,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,1130,0,0,1568,1,0,2,0,3,1,TA,6,Typ,0,,Attchd,1963,RFn,2,TA,TA,Y,194,20,123,0,0,0,,MnPrv,,0,12,2008,WD,Normal
20,RL,63,7503,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1102,0,0,1781,0,0,1,1,3,1,TA,6,Typ,0,,,.,,0,,,Y,0,136,0,0,0,0,,,,0,6,2007,New,Partial
60,RL,.,8177,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,700,645,0,2345,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,2,TA,TA,Y,102,56,0,0,0,0,,,,0,5,2009,WD,Normal
190,RM,33,4459,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,5,2004,2008,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,738,717,0,2444,0,0,2,0,2,3,TA,8,Typ,0,,,.,,0,,,N,0,0,102,0,0,0,,,,0,6,2009,New,Partial
20,RL,.,15786,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,8,5,2006,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,926,0,0,1485,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1952,Unf,1,TA,TA,Y,0,324,0,0,0,0,,MnPrv,Shed,400,6,2007,WD,Normal
20,RL,60,7203,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1880,1952,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,ALQ,BLQ,GasA,TA,Y,SBrkr,734,0,0,,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1952,Unf,1,TA,TA,Y,0,68,0,0,0,0,,,,0,9,2009,WD,Normal
60,RL,78,10143,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,9,5,2005,1976,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,834,833,0,1685,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976,RFn,2,TA,TA,Y,0,28,0,0,259,0,,GdWo,,0,3,2006,WD,Normal
90,RL,64,7010,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,8,5,2006,1979,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,,,,,,GasA,TA,Y,SBrkr,1515,0,0,1940,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1979,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD,Alloca
20,RM,65,9753,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,5,1941,1958,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,962,0,0,2341,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,2002,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,Gar2,4500,7,2006,WD,Normal
160,FV,.,2406,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,8,5,1998,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,532,551,0,2453,0,0,2,1,2,1,Gd,4,Typ,0,,Attchd,2003,RFn,2,TA,TA,Y,0,50,0,0,0,0,,,,0,6,2010,WD,Normal
80,RL,85,19648,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,8,6,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,44,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,898,757,0,1565,1,0,2,1,3,1,Gd,6,Typ,0,,BuiltIn,1994,RFn,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD,Normal
50,RL,53,5365,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,8,6,2010,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,663,590,0,1419,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985,Unf,2,TA,TA,Y,244,0,81,0,0,0,,,,0,11,2007,WD,Normal
30,C,69,12369,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,1Story,8,5,1970,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Slab,,,,,,GasA,TA,N,SBrkr,731,0,0,2218,0,0,1,0,2,1,TA,5,Mod,0,,,.,,0,,,N,0,0,23,0,0,0,,,,0,10,2006,WD,Abnorml
120,RL,41,6292,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,1364,0,0,2296,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,194,28,0,0,0,0,,,,0,6,2007,WD,Normal
190,RM,65,7803,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,8,7,1999,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,795,326,0,2215,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939,Unf,2,TA,TA,Y,0,0,0,0,271,0,,MnPrv,,0,5,2006,WD,Normal
20,RL,73,8990,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,,5,2009,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226,Gd,TA,PConc,Gd,TA,,Unf,Unf,GasA,Ex,Y,SBrkr,1597,0,0,1969,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,3,TA,TA,Y,146,0,0,0,0,0,,,,0,5,2010,WD,Normal
70,RM,57,9642,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,2003,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1158,643,0,1761,0,0,2,1,4,1,TA,7,Typ,0,,Detchd,1935,Unf,2,TA,TA,N,0,0,160,0,0,0,,MnPrv,,0,5,2007,WD,Normal
20,RL,58,9283,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,6,2000,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1344,0,0,2788,1,0,1,0,4,1,TA,7,Typ,0,,Detchd,1951,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD,Normal
70,RL,114,19953,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,7,2000,1950,Gable,CompShg,WdShing,Plywood,None,0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1339,673,0,2788,0,0,2,0,4,1,TA,8,Typ,2,Gd,2Types,1928,Unf,3,TA,TA,P,0,42,0,0,180,0,,,,0,12,2006,WD,Normal
20,RL,89,10994,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2000,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,1573,0,0,2788,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,102,36,0,0,0,0,,,,0,12,2007,New,Partial
60,RL,.,13034,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,693,808,0,2014,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995,Fin,2,TA,TA,Y,317,44,0,0,0,0,,,,0,7,2006,WD,Normal
85,RL,.,7543,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,7,6,1977,1978,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,914,0,0,1484,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1978,RFn,2,TA,TA,Y,0,0,0,0,192,0,,MnPrv,,0,6,2007,WD,Normal
50,RM,50,6003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1987,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,782,637,0,1434,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1948,Unf,1,TA,TA,P,223,0,48,0,0,0,,,,0,3,2010,WD,Normal
20,RL,60,8284,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,8,5,2003,1965,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,Gd,Y,SBrkr,866,0,0,2284,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965,Unf,1,TA,TA,Y,0,0,236,0,0,0,,GdWo,,0,12,2009,WD,Normal
20,RL,73,8763,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,7,2006,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1146,0,0,1796,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956,RFn,1,TA,TA,Y,259,0,0,0,0,0,,,,0,6,2009,WD,Normal
190,RL,59,4487,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,8,6,2006,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,SBrkr,780,505,0,1960,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1942,Unf,1,TA,TA,Y,0,88,0,0,0,0,,MnPrv,,0,7,2007,WD,Normal
75,RM,75,13503,Pave,Gr,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,2000,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,1314,1143,0,1674,0,0,2,0,3,1,TA,8,Typ,1,Gd,Attchd,1950,Unf,2,TA,TA,N,0,148,150,0,0,0,,MnPrv,,0,2,2007,WD,Normal
20,RL,76,6953,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,7,2002,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,916,0,0,1630,1,0,1,0,2,1,TA,5,Typ,0,,Attchd,1979,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal
20,RL,60,8193,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,8,6,1994,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,950,0,0,2688,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956,Unf,1,TA,TA,Y,0,36,0,0,0,0,,,,0,10,2007,WD,Normal
60,RL,100,10842,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,1995,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,928,679,0,1495,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,TA,TA,Y,0,36,0,0,0,0,,,,0,7,2008,WD,Normal
50,RM,59,5313,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,7,8,1994,2003,Hip,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,1003,635,0,2128,0,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1950,Unf,1,Fa,TA,Y,396,0,0,0,0,0,,,,0,6,2006,WD,Normal
80,RL,80,9203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,5,2002,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1044,0,0,1690,0,0,2,0,3,1,TA,5,Typ,0,,Attchd,1965,RFn,2,TA,TA,Y,194,0,0,0,0,0,,GdPrv,,0,5,2007,WD,Normal
20,RL,65,11053,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,2005,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,1007,0,0,1469,0,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1956,Unf,1,TA,TA,Y,0,0,0,0,288,0,,,,0,7,2006,WD,Normal
20,RL,105,13696,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,7,5,1990,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2676,0,0,2197,2,0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,2007,Fin,3,TA,TA,Y,362,50,0,0,0,0,,,,0,3,2009,WD,Normal
20,RL,96,12459,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2001,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1720,0,0,1602,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,TA,TA,Y,218,48,0,0,0,0,,,,0,7,2009,WD,Normal
20,RL,84,10087,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1977,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1554,0,0,2873,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005,RFn,3,TA,TA,Y,146,20,0,0,0,0,,,,0,7,2006,New,Partial
50,RL,84,10167,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,8,5,2007,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Fa,Av,LwQ,Unf,GasA,Fa,Y,SBrkr,994,474,0,1839,0,0,2,0,3,1,TA,6,Typ,2,TA,Detchd,1939,Unf,1,TA,TA,Y,0,126,0,0,0,0,,,,0,7,2006,WD,Normal
20,RL,60,8433,Pave,,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1042,0,0,1519,0,0,2,0,3,1,TA,5,Typ,0,,,.,,0,,,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal
45,RL,59,7230,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,9,6,2001,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,834,0,0,1948,0,0,1,0,2,1,Gd,4,Typ,0,,Detchd,1962,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal
160,FV,24,2163,Pave,Pa,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1998,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,626,629,0,2098,1,0,2,1,2,1,Gd,4,Typ,0,,Detchd,1999,Unf,2,TA,TA,Y,0,48,0,0,0,0,,,,0,3,2008,WD,Normal
60,RL,59,9045,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,,5,2006,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,945,696,0,2022,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998,Fin,2,TA,TA,Y,102,38,0,0,0,0,,,,0,7,2008,WD,Normal
60,RL,63,9087,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,1998,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,957,678,0,1714,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998,Fin,2,TA,TA,Y,0,28,0,0,0,0,,,,0,6,2006,WD,Normal
20,RL,.,9219,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,6,1966,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1078,0,0,2202,0,0,1,1,3,1,TA,5,Typ,1,Fa,Detchd,1985,Unf,2,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,9,2008,WD,Abnorml
90,RL,98,13263,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,9,6,2005,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,1730,0,0,1699,2,0,2,0,6,2,TA,10,Typ,0,,,.,,0,,,Y,0,0,0,0,0,0,,,,0,1,2010,Oth,Abnorml
70,RM,60,10803,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasW,Gd,Y,SBrkr,1315,1183,0,1697,0,0,2,0,5,1,TA,10,Typ,1,Gd,Detchd,1950,Unf,2,TA,Fa,Y,0,299,0,0,0,0,,,,0,12,2008,WD,Normal
20,RL,75,7503,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,8,5,1980,1963,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,1042,0,0,2015,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1963,Fin,1,TA,TA,Y,0,0,220,0,0,0,,MnPrv,,0,6,2010,WD,Normal
20,RL,65,7153,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1989,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,990,0,0,1645,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1974,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2007,WD,Normal
